university,career,inscription_date,first_name,last_name,gender,age
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-12,crystal,hawkins,female,40317
universidad tecnológica nacional,ciencias veterinarias,2020-09-02,kendra,ibarra,female,26404
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-01,marc,gordon,male,9808
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-12-05,melissa,greer,female,37328
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,thomas,shelton,male,24880
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-11,franklin,stevens,male,22490
universidad nacional de jujuy,licenciatura en administración,2020-12-20,angela,jones,female,19891
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-09,tracy,wilson,female,5943
universidad nacional de jujuy,agronomía,2020-09-29,dylan,williams,male,41940
universidad nacional de jujuy,ciencias veterinarias,2020-11-10,elizabeth,morgan,female,24290
universidad nacional de jujuy,licenciatura en ciencia política,2021-01-20,timothy,thompson,male,10660
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-13,mary,simmons,female,34421
universidad tecnológica nacional,licenciatura en administración,2020-12-25,deanna,porter,female,18284
universidad nacional de jujuy,ciencias veterinarias,2020-11-16,robert,smith,male,32607
universidad nacional de jujuy,contador público,2020-09-20,dr.,sarah,female,27860
universidad nacional de jujuy,contador público,2020-10-17,danielle,perez,female,12440
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-02,marc,jones,male,28051
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-04,steven,warren,male,32092
universidad nacional de jujuy,licenciatura en musicoterapia,2020-10-31,craig,johnson,male,14486
universidad nacional de jujuy,licenciatura en artes,2020-09-03,stephanie,hernandez,female,34914
universidad nacional de jujuy,técnico para bioterios,2021-01-10,emily,white,female,18049
universidad tecnológica nacional,actuario,2020-09-03,robert,mcdaniel,male,42154
universidad nacional de jujuy,diseño industrial,2020-11-14,matthew,gross,male,22304
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-10,jessica,beck,female,14658
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-16,william,bradshaw,male,13159
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-15,patrick,lynch,male,7579
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-30,michael,miranda,male,13401
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-10,monica,williams,female,11904
universidad tecnológica nacional,actuario,2020-12-04,dana,orozco,female,12915
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-12-15,thomas,kaufman,male,16146
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-27,jonathan,lin,male,8262
universidad nacional de jujuy,bioquímica,2020-09-04,jason,hardy,male,4240
universidad tecnológica nacional,licenciatura en artes,2021-01-19,tracy,eaton,female,29355
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-23,willie,jacobson,male,4083
universidad nacional de jujuy,licenciatura en psicología,2020-09-03,mr.,jason,male,32717
universidad nacional de jujuy,técnico para bioterios,2020-09-19,greg,mullins,male,25344
universidad tecnológica nacional,técnico para bioterios,2021-01-11,melinda,robinson,female,22266
universidad tecnológica nacional,contador público,2020-10-13,gregory,harvey,male,30342
universidad nacional de jujuy,licenciatura en psicología,2021-01-05,melissa,wheeler,female,21116
universidad tecnológica nacional,arquitectura,2020-12-08,michele,perry,female,23714
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,shawn,gregory,male,15845
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-20,alyssa,alvarez,female,17671
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-10-14,daniel,matthews,male,23674
universidad tecnológica nacional,técnico para bioterios,2020-12-17,connor,diaz,male,29731
universidad nacional de jujuy,diseño industrial,2020-09-26,brittney,bailey,female,10562
universidad nacional de jujuy,ingeniería electrónica,2020-11-14,francisco,evans,male,26814
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-09,allison,francis,female,10568
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-12,rebecca,jones,female,17813
universidad tecnológica nacional,ingeniería electrónica,2020-10-28,kenneth,williams,male,30231
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-30,alexander,ayala,male,13664
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-08,jill,green,female,23069
universidad nacional de jujuy,arquitectura,2020-12-28,heather,decker,female,36666
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-17,walter,harris,male,25985
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-24,brandon,carter,male,23119
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-10-07,ebony,cook,female,34364
universidad nacional de jujuy,licenciatura en sociología,2021-01-14,james,patterson,male,16012
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-19,stephen,pruitt,male,4720
universidad nacional de jujuy,técnico para bioterios,2021-01-02,latasha,flores,female,14329
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2021-01-29,rachel,lee,female,28537
universidad nacional de jujuy,licenciatura en artes,2020-12-03,felicia,rodgers,female,37072
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-17,megan,hill,female,23325
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-15,stephanie,hicks,female,28786
universidad tecnológica nacional,bioquímica,2020-11-04,kyle,haney,male,9029
universidad tecnológica nacional,agronomía,2020-12-29,hannah,miles,female,38369
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-27,edward,salas,male,34555
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-19,james,sims,male,27232
universidad nacional de jujuy,ingeniería en informática,2020-09-27,catherine,valenzuela,female,5923
universidad nacional de jujuy,contador público,2020-12-28,philip,lozano,male,3925
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-10,douglas,duncan,male,19922
universidad nacional de jujuy,bioquímica,2020-10-10,bradley,thomas,male,12200
universidad nacional de jujuy,diseño industrial,2020-09-30,rebecca,reeves,female,14688
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-30,rachel,gilbert,female,28566
universidad nacional de jujuy,ingeniería mecánica,2020-10-17,andrew,williams,male,1690
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-10-06,allen,johnston,male,7641
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-10-06,larry,wood,male,19809
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-20,courtney,smith,female,21176
universidad tecnológica nacional,arquitectura,2020-10-09,kristin,adams,female,10079
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-11-19,lori,smith,female,26975
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-12,john,anderson,male,13019
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-03,shannon,fox,female,29690
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-17,rodney,ferguson,male,33510
universidad tecnológica nacional,licenciatura en administración,2020-09-10,tiffany,carter,female,42368
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-30,matthew,sanchez,male,5291
universidad tecnológica nacional,actuario,2020-11-25,timothy,king,male,33523
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-04,marissa,williamson,female,11235
universidad nacional de jujuy,ingeniería electrónica,2020-09-26,ricardo,chen,male,33663
universidad nacional de jujuy,actuario,2020-12-03,brian,nash,male,24041
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-16,donna,daniels,female,34681
universidad tecnológica nacional,ciencias veterinarias,2021-01-27,timothy,price,male,38720
universidad tecnológica nacional,actuario,2020-11-03,laura,matthews,female,5712
universidad nacional de jujuy,ciencias veterinarias,2020-11-29,sean,contreras,male,40502
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-12,jeffery,edwards,male,22246
universidad tecnológica nacional,actuario,2020-09-06,kimberly,page,female,27664
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-11-27,sharon,mosley,female,31429
universidad tecnológica nacional,técnico para bioterios,2021-01-06,krystal,johnson,female,21432
universidad nacional de jujuy,ingeniería electrónica,2021-01-01,walter,hunt,male,6797
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-23,rhonda,hansen,female,27405
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-03,samantha,brandt,female,22660
universidad nacional de jujuy,licenciatura en psicología,2021-01-23,benjamin,murphy,male,5290
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-07,brittney,kennedy,female,9830
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-09,eric,fisher,male,12092
universidad nacional de jujuy,ciencias veterinarias,2020-10-16,jordan,pena,male,25281
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-03,taylor,patton,female,11802
universidad nacional de jujuy,licenciatura en musicoterapia,2020-12-17,michelle,mcclain,female,4749
universidad tecnológica nacional,arquitectura,2020-09-03,bradley,anthony,male,41547
universidad tecnológica nacional,ciencias veterinarias,2020-10-02,chelsea,lynch,female,37021
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-10-02,john,jackson,male,24489
universidad tecnológica nacional,actuario,2020-10-23,emily,davidson,female,7965
universidad nacional de jujuy,técnico para bioterios,2021-01-10,colleen,miller,female,29578
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-21,kenneth,gutierrez,male,33642
universidad nacional de jujuy,actuario,2020-09-14,melanie,cross,female,41297
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-04,eric,bender,male,7656
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-09-07,jane,ross,female,9730
universidad nacional de jujuy,diseño industrial,2020-11-29,amy,colon,female,1157
universidad tecnológica nacional,arquitectura,2020-11-14,ashley,anderson,female,29045
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-22,gary,gilbert,male,34258
universidad nacional de jujuy,licenciatura en terapia ocupacional,2021-01-24,timothy,clark,male,9605
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-10,nathan,moon,male,40109
universidad nacional de jujuy,ingeniería electrónica,2021-01-19,scott,hernandez,male,11164
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-11-29,theresa,vazquez,female,30206
universidad tecnológica nacional,medicina,2020-09-07,jennifer,york,female,24597
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-13,sandra,rivas,female,18376
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-15,sean,west,male,8683
universidad nacional de jujuy,contador público,2020-09-18,justin,lewis,male,4391
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-10,ronald,mitchell,male,39258
universidad tecnológica nacional,medicina,2020-10-09,devin,reed,male,10764
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-30,ms.,kathy,female,11367
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-03,andrew,ramos,male,9247
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-28,brandon,craig,male,41719
universidad nacional de jujuy,arquitectura,2020-10-11,william,duffy,male,10952
universidad nacional de jujuy,diseño industrial,2020-09-13,benjamin,hughes,male,6396
universidad nacional de jujuy,ingeniería electrónica,2020-11-10,shawn,thompson,male,14863
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-13,sheila,mcdaniel,female,19291
universidad tecnológica nacional,ingeniería en informática,2021-01-26,emily,parker,female,26040
universidad tecnológica nacional,actuario,2020-10-09,michael,cameron,male,34063
universidad tecnológica nacional,arquitectura,2020-09-25,tiffany,nicholson,female,37825
universidad tecnológica nacional,ingeniería mecánica,2020-11-30,timothy,ward,male,22672
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-27,monique,campbell,female,18453
universidad nacional de jujuy,ingeniería en informática,2020-10-02,dorothy,garcia,female,26813
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2021-01-18,kurt,miller,male,22430
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-09,brandon,price,male,21764
universidad tecnológica nacional,agronomía,2021-02-01,james,melendez,male,34114
universidad nacional de jujuy,ingeniería mecánica,2021-01-18,donna,fox,female,41216
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-10-23,leslie,matthews,female,35598
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-31,william,duncan,male,22397
universidad nacional de jujuy,ingeniería mecánica,2020-10-02,natalie,manning,female,37340
universidad tecnológica nacional,ciencias veterinarias,2020-10-28,james,dawson,male,31778
universidad nacional de jujuy,ingeniería electrónica,2020-09-09,kimberly,reynolds,female,9641
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,carla,ayers,female,14614
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-12,joseph,jackson,male,35478
universidad nacional de jujuy,bioquímica,2021-01-06,daniel,martinez,male,10885
universidad tecnológica nacional,licenciatura en artes,2020-12-23,miss,rachel,female,14834
universidad nacional de jujuy,ingeniería electrónica,2020-09-10,jason,hebert,male,15220
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-09-23,matthew,rodriguez,male,10915
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-30,frank,smith,male,8519
universidad nacional de jujuy,medicina,2020-09-06,sean,mcintosh,male,22669
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-16,melissa,torres,female,9073
universidad tecnológica nacional,arquitectura,2020-09-29,tammy,dean,female,1880
universidad tecnológica nacional,diseño industrial,2020-09-20,anthony,ramirez,male,22537
universidad nacional de jujuy,ingeniería electrónica,2020-12-07,katelyn,knight,female,19180
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-07,casey,johnson,female,17341
universidad nacional de jujuy,licenciatura en administración,2020-11-16,pamela,davis,female,14014
universidad nacional de jujuy,licenciatura en psicología,2020-12-31,caroline,byrd,female,28166
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-06,nathan,coleman,male,30785
universidad tecnológica nacional,agronomía,2020-09-12,elizabeth,jackson,female,24617
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-28,hannah,ferguson,female,21754
universidad nacional de jujuy,licenciatura en musicoterapia,2020-11-25,eric,holland,male,6831
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-12,whitney,wong,female,23544
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-11-28,mariah,bennett,female,28887
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-22,kevin,graham,male,37723
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-31,mitchell,sanchez,male,19186
universidad tecnológica nacional,medicina,2020-10-12,mary,flores,female,41387
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-13,barbara,rivera,female,18083
universidad tecnológica nacional,licenciatura en artes,2021-01-31,jessica,small,female,27065
universidad tecnológica nacional,licenciatura en psicología,2021-01-18,lisa,payne,female,484
universidad nacional de jujuy,ingeniería mecánica,2020-09-14,micheal,diaz,male,18841
universidad tecnológica nacional,técnico para bioterios,2020-10-24,gabriella,gomez,female,37294
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-17,robert,lara,male,14179
universidad tecnológica nacional,diseño industrial,2020-12-13,michael,gardner,male,18520
universidad tecnológica nacional,ingeniería mecánica,2020-10-06,rhonda,rodriguez,female,23550
universidad nacional de jujuy,bioquímica,2020-11-07,haley,huffman,female,12445
universidad tecnológica nacional,licenciatura en administración,2021-01-06,sheryl,walker,female,4414
universidad nacional de jujuy,actuario,2020-09-20,victoria,herring,female,39484
universidad nacional de jujuy,licenciatura en administración,2020-11-11,david,cobb,male,3689
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-15,melissa,carrillo,female,452
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-21,jeffrey,lynn,male,32228
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-11-27,eric,washington,male,11216
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-17,anna,phillips,female,19458
universidad nacional de jujuy,técnico para bioterios,2021-01-06,anna,brown,female,7198
universidad tecnológica nacional,agronomía,2020-12-15,mr.,oscar,male,6575
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-18,rachel,dean,female,10859
universidad nacional de jujuy,contador público,2020-10-11,evan,davis,male,2929
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-12-23,christopher,miller,male,6343
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-21,deborah,woodard,female,12966
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-26,kathleen,hanna,female,16661
universidad tecnológica nacional,técnico para bioterios,2020-09-05,terry,lopez,male,40773
universidad nacional de jujuy,ciencias veterinarias,2020-12-03,casey,lucas,male,29482
universidad nacional de jujuy,farmacia,2020-12-22,shawn,duran,male,3726
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-18,kathryn,carson,female,5508
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-02,melissa,austin,female,2175
universidad nacional de jujuy,licenciatura en sociología,2020-09-25,brian,gregory,male,42479
universidad nacional de jujuy,licenciatura en sociología,2020-10-22,dr.,jamie,male,19140
universidad nacional de jujuy,diseño de imagen y sonido,2020-11-30,aaron,collins,male,40582
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-14,brianna,patterson,female,31151
universidad tecnológica nacional,diseño industrial,2021-01-30,ronald,smith,male,4452
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-12-13,miranda,nash,female,36095
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-11-25,tracy,freeman,female,11026
universidad tecnológica nacional,agronomía,2020-11-29,laurie,bowen,female,16896
universidad tecnológica nacional,técnico para bioterios,2020-10-11,jamie,parker,female,32555
universidad nacional de jujuy,actuario,2020-10-16,christopher,wiley,male,11364
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-12,antonio,phillips,male,7589
universidad nacional de jujuy,licenciatura en administración,2021-01-26,leah,hopkins,female,17158
universidad nacional de jujuy,licenciatura en terapia ocupacional,2021-01-15,benjamin,russell,male,28205
universidad tecnológica nacional,ingeniería electrónica,2021-01-07,jason,parker,male,17162
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-10-04,sean,hall,male,3096
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-29,randall,hughes,male,27715
universidad tecnológica nacional,farmacia,2020-10-05,ashley,phillips,female,3635
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,duane,guerrero,male,36974
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-12,eric,gonzales,male,10776
universidad nacional de jujuy,diseño de imagen y sonido,2020-10-21,joseph,adkins,male,21789
universidad tecnológica nacional,arquitectura,2020-10-25,timothy,young,male,38074
universidad tecnológica nacional,arquitectura,2020-10-14,alexandra,hart,female,15729
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,jaime,robinson,female,37586
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-11,gail,miller,female,10305
universidad tecnológica nacional,licenciatura en sociología,2020-09-05,anthony,shaw,male,15082
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-12,alexa,cruz,female,15534
universidad nacional de jujuy,licenciatura en administración,2020-10-21,james,castillo,male,310
universidad nacional de jujuy,ingeniería mecánica,2020-10-01,jessica,gibbs,female,10070
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-18,mark,norris,male,21725
universidad nacional de jujuy,licenciatura en ciencias de la computación,2021-01-06,rebecca,spencer,female,9404
universidad tecnológica nacional,actuario,2020-10-21,justin,price,male,11823
universidad tecnológica nacional,farmacia,2020-11-05,robert,hall,male,5534
universidad nacional de jujuy,medicina,2020-09-02,alyssa,weiss,female,17553
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-19,calvin,shaffer,male,24336
universidad tecnológica nacional,licenciatura en artes,2020-10-02,scott,lewis,male,37200
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-21,miss,donna,female,5410
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-06,renee,thompson,female,30382
universidad tecnológica nacional,agronomía,2020-12-16,brian,ward,male,22744
universidad nacional de jujuy,licenciatura en administración,2020-10-11,kevin,kennedy,male,35912
universidad tecnológica nacional,licenciatura en artes,2020-11-03,peggy,anderson,female,23075
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-12-08,james,hayes,male,15485
universidad tecnológica nacional,ciencias veterinarias,2020-09-12,veronica,scott,female,29694
universidad tecnológica nacional,licenciatura en administración,2020-10-22,diana,crawford,female,24283
universidad tecnológica nacional,licenciatura en artes,2021-01-12,danielle,mason,female,16397
universidad nacional de jujuy,ingeniería mecánica,2020-10-12,shane,webster,male,11558
universidad nacional de jujuy,licenciatura en artes,2020-12-04,donna,delacruz,female,5408
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-08,renee,potter,female,23258
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-23,jenna,kirk,female,1133
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-18,heather,nguyen,female,26785
universidad nacional de jujuy,licenciatura en sociología,2020-10-05,peter,olsen,male,10855
universidad nacional de jujuy,actuario,2020-11-10,william,wilson,male,20146
universidad nacional de jujuy,licenciatura en artes,2021-01-18,kelly,martinez,female,16588
universidad tecnológica nacional,contador público,2020-11-15,john,perry,male,40605
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-28,kaylee,sullivan,female,23247
universidad tecnológica nacional,licenciatura en sociología,2020-09-25,misty,contreras,female,16170
universidad tecnológica nacional,actuario,2020-09-27,christina,johnson,female,5302
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-26,james,kim,male,33301
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-07,michael,allison,male,34914
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-30,aaron,stone,male,12803
universidad nacional de jujuy,licenciatura en ciencia política,2020-11-29,michael,gross,male,10000
universidad nacional de jujuy,agronomía,2020-12-08,david,foley,male,23319
universidad nacional de jujuy,licenciatura en sociología,2020-12-08,william,miller,male,29320
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-09-21,patrick,graham,male,30730
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-23,tom,hill,male,32610
universidad tecnológica nacional,licenciatura en sociología,2021-01-03,james,morrison,male,36056
universidad tecnológica nacional,licenciatura en psicología,2020-09-19,james,cole,male,4244
universidad tecnológica nacional,diseño industrial,2020-09-28,michael,burns,male,29341
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-17,carlos,herrera,male,14057
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-20,ashley,watkins,female,645
universidad nacional de jujuy,ingeniería en informática,2020-12-21,amanda,garcia,female,41882
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-17,shannon,mora,female,33782
universidad tecnológica nacional,licenciatura en sociología,2020-10-25,alexander,warren,male,27180
universidad tecnológica nacional,ciencias veterinarias,2020-12-15,lisa,payne,female,7303
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-04,john,anderson,male,31945
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-21,marc,king,male,38677
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-10-21,chad,mccoy,male,12595
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-27,mr.,joel,male,21447
universidad nacional de jujuy,diseño industrial,2020-11-29,paul,reynolds,male,5103
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-17,christopher,potter,male,33982
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-11-07,dana,wiggins,female,17355
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-22,mr.,walter,male,13773
universidad tecnológica nacional,ingeniería electrónica,2021-01-04,nicole,alexander,female,23338
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-08,anthony,gonzales,male,27562
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-19,brandon,reid,male,29604
universidad nacional de jujuy,técnico para bioterios,2020-11-11,stacey,carroll,female,3131
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-11,christopher,martinez,male,25971
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-01,kayla,smith,female,42125
universidad nacional de jujuy,licenciatura en artes,2020-11-18,bryan,barrett,male,34132
universidad nacional de jujuy,licenciatura en ciencia política,2020-11-15,emily,gregory,female,23421
universidad tecnológica nacional,contador público,2021-01-01,kristen,duffy,female,39136
universidad nacional de jujuy,agronomía,2020-09-24,justin,gomez,male,40260
universidad tecnológica nacional,bioquímica,2021-01-14,benjamin,hamilton,male,5509
universidad nacional de jujuy,licenciatura en psicología,2021-01-01,david,herrera,male,33906
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-17,amanda,moore,female,21668
universidad tecnológica nacional,arquitectura,2020-12-29,emily,miller,female,18793
universidad nacional de jujuy,diseño industrial,2020-11-07,isaiah,williams,male,8149
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-22,caitlin,bell,female,15919
universidad nacional de jujuy,ingeniería mecánica,2020-12-23,david,bray,male,17281
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-05,jeffery,cooley,male,34614
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-09-30,theresa,duke,female,39431
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2021-01-26,dr.,daniel,male,17437
universidad nacional de jujuy,técnico para bioterios,2020-10-08,hayley,stevens,female,9805
universidad nacional de jujuy,agronomía,2020-11-24,paul,jackson,male,7228
universidad nacional de jujuy,licenciatura en psicología,2020-09-06,denise,bonilla,female,20937
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-12-18,karen,ross,female,26186
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-10-23,lisa,smith,female,14264
universidad nacional de jujuy,licenciatura en sociología,2020-09-15,kathryn,nguyen,female,11472
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021-01-06,shawn,griffin,male,39863
universidad nacional de jujuy,medicina,2020-10-27,olivia,gonzales,female,24050
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-20,dawn,harrison,female,3723
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-27,robert,hernandez,male,7782
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-21,justin,aguirre,male,29512
universidad tecnológica nacional,medicina,2020-09-25,david,turner,male,11456
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-15,karen,smith,female,18697
universidad nacional de jujuy,diseño de imagen y sonido,2020-10-08,nancy,howard,female,6172
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-21,alisha,anderson,female,17316
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-05,misty,brandt,female,17194
universidad tecnológica nacional,medicina,2020-10-15,jose,white,male,35436
universidad tecnológica nacional,agronomía,2020-12-20,madison,castaneda,female,9637
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-24,kathleen,garcia,female,35646
universidad tecnológica nacional,licenciatura en sociología,2020-11-19,mary,lynch,female,27857
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-12,sarah,downs,female,32882
universidad tecnológica nacional,medicina,2020-11-21,sean,johnson,male,40117
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-11-07,james,thomas,male,16549
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-18,jessica,schneider,female,9808
